experiment,source,condition,split_mode,variant,baseline,metric,n,mean_delta_favorable,ci95_low,ci95_high,win_rate,cliffs_delta,wilcoxon_p,holm_p
raw_chembl,,,temporal_forward,rich_scalars_only,ecfp_absdiff_xgb,mcc,25,0.1594,0.1327,0.1873,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_forward,rich_scalars_only,ecfp_absdiff_xgb,brier,25,0.029,0.0246,0.034,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_forward,rich_scalars_only,ecfp_absdiff_xgb,ece_10,25,0.052,0.0451,0.0592,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,25,0.1104,0.0896,0.1293,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,25,0.0701,0.0565,0.0825,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,25,0.105,0.0883,0.1207,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,25,0.0286,0.0244,0.0333,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,25,0.0545,0.0462,0.0625,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,25,0.1076,0.0803,0.1346,0.88,0.76,0.0,0.0002
raw_chembl,,,temporal_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,25,0.0691,0.0522,0.0846,0.92,0.84,0.0,0.0001
raw_chembl,,,temporal_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,25,0.128,0.108,0.1499,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,25,0.0268,0.0212,0.0323,1.0,1.0,0.0,0.0
raw_chembl,,,temporal_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,25,0.05,0.0403,0.0595,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,25,0.0663,0.0597,0.0733,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,25,0.0602,0.0523,0.0691,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_diff_scalars,ecfp_absdiff_xgb,mcc,25,0.0634,0.0548,0.0712,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_diff_scalars,ecfp_absdiff_xgb,brier,25,0.0019,0.0006,0.0032,0.64,0.28,0.0219,1.0
raw_bindingdb,,,target_family,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,25,-0.0005,-0.0055,0.0045,0.4,-0.2,0.7112,1.0
raw_bindingdb,,,target_family,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,25,0.0679,0.0609,0.0748,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,25,0.0652,0.0558,0.075,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_scalars_only,ecfp_absdiff_xgb,mcc,25,0.0698,0.0606,0.0786,1.0,1.0,0.0,0.0
raw_bindingdb,,,target_family,rich_scalars_only,ecfp_absdiff_xgb,brier,25,0.0014,0.0001,0.0028,0.72,0.44,0.0626,1.0
raw_bindingdb,,,target_family,rich_scalars_only,ecfp_absdiff_xgb,ece_10,25,-0.0024,-0.0068,0.0025,0.32,-0.36,0.2635,1.0
raw_bindingdb,,,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,25,0.0553,0.0431,0.0684,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,25,0.0485,0.0352,0.0635,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,25,0.0581,0.047,0.069,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,25,-0.0006,-0.0026,0.0014,0.64,0.28,0.751,1.0
raw_bindingdb,,,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,25,-0.0046,-0.0086,-0.0004,0.4,-0.2,0.0318,1.0
raw_bindingdb,,,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,25,0.0536,0.0429,0.0643,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,25,0.0484,0.036,0.0618,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,25,0.0551,0.0466,0.0629,1.0,1.0,0.0,0.0
raw_bindingdb,,,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,25,-0.0022,-0.004,-0.0006,0.48,-0.04,0.1485,1.0
raw_bindingdb,,,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,25,-0.008,-0.0114,-0.0044,0.16,-0.68,0.0004,0.056
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,-0.0043,-0.033,0.0235,0.5333,0.0667,1.0,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0095,-0.0138,0.0325,0.5333,0.0667,0.4212,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,-0.0063,-0.06,0.0448,0.6,0.2,0.9341,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,-0.003,-0.0083,0.0018,0.4,-0.2,0.4543,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.005,-0.0168,0.0067,0.4667,-0.0667,0.5995,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,-0.0087,-0.0339,0.0142,0.5333,0.0667,0.8469,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0049,-0.0148,0.0236,0.6,0.2,0.5995,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,-0.014,-0.0603,0.0284,0.6,0.2,0.9341,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,-0.0032,-0.0076,0.0009,0.4,-0.2,0.3591,1.0
lohi,chembl_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0043,-0.0153,0.0058,0.4,-0.2,0.4887,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.014,-0.012,0.0413,0.4667,-0.0667,0.5245,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0269,0.0082,0.0466,0.8667,0.7333,0.0125,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0351,0.0006,0.0738,0.6,0.2,0.1688,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.002,-0.0027,0.0064,0.6667,0.3333,0.3894,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.0028,-0.0091,0.015,0.5333,0.0667,0.5995,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0195,-0.007,0.0456,0.5333,0.0667,0.2769,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0323,0.012,0.0528,0.8,0.6,0.0181,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0351,-0.0023,0.0723,0.6667,0.3333,0.1514,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0023,-0.0025,0.0072,0.5333,0.0667,0.4543,1.0
lohi,chembl_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0012,-0.0103,0.0127,0.6,0.2,1.0,1.0
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0363,0.0252,0.0477,0.8667,0.7333,0.0003,0.0415
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0331,0.0204,0.0459,0.8,0.6,0.0009,0.1051
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.043,0.0248,0.0623,0.8,0.6,0.0015,0.1785
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0033,0.0012,0.0057,0.8,0.6,0.0125,1.0
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.007,0.0025,0.0116,0.7333,0.4667,0.0067,0.6915
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0338,0.0215,0.047,0.9333,0.8667,0.0002,0.0258
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0302,0.0173,0.0426,0.8,0.6,0.0015,0.1785
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0461,0.028,0.0657,0.8667,0.7333,0.0003,0.0415
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0035,0.0014,0.0058,0.6667,0.3333,0.0151,1.0
lohi,bindingdb_raw,,lohi_pair_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0091,0.0042,0.0139,0.7333,0.4667,0.0054,0.5747
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0434,0.0324,0.0536,1.0,1.0,0.0001,0.0101
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0385,0.0306,0.0461,1.0,1.0,0.0001,0.0101
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0602,0.0414,0.0788,0.9333,0.8667,0.0002,0.0258
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0028,0.0005,0.0049,0.8,0.6,0.0302,1.0
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.0042,0.0003,0.0082,0.6,0.2,0.073,1.0
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0391,0.029,0.0492,0.9333,0.8667,0.0001,0.0178
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0344,0.0266,0.0426,1.0,1.0,0.0001,0.0101
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.055,0.0375,0.0711,0.9333,0.8667,0.0002,0.0258
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0027,0.0006,0.0048,0.6667,0.3333,0.0302,1.0
lohi,bindingdb_raw,,lohi_ligand_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0054,0.0016,0.0093,0.6667,0.3333,0.0302,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0383,0.0103,0.0663,0.6,0.2,0.0946,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0426,0.0178,0.0708,0.7333,0.4667,0.0151,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0714,0.0225,0.1245,0.7333,0.4667,0.0353,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0044,0.0017,0.0079,0.8,0.6,0.0084,0.8362
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.0044,-0.0055,0.0137,0.6,0.2,0.4887,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0453,0.0131,0.0771,0.6667,0.3333,0.0353,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.049,0.0236,0.0755,0.8667,0.7333,0.0009,0.1051
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0835,0.0328,0.1351,0.7333,0.4667,0.0125,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0049,0.0017,0.008,0.8,0.6,0.0151,1.0
noise,chembl_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0035,-0.0083,0.015,0.7333,0.4667,0.4887,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0352,-0.005,0.0766,0.4667,-0.0667,0.3591,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0565,0.01,0.1024,0.6,0.2,0.1514,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0523,-0.0062,0.1127,0.5333,0.0667,0.3028,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0027,-0.0028,0.0084,0.5333,0.0667,0.6387,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0079,-0.0274,0.0092,0.6,0.2,0.5245,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0476,0.0019,0.095,0.5333,0.0667,0.2769,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0628,0.0171,0.1094,0.6667,0.3333,0.073,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0853,0.0212,0.1549,0.6667,0.3333,0.1688,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0041,-0.0012,0.0094,0.7333,0.4667,0.1354,1.0
noise,chembl_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0052,-0.0242,0.0141,0.6,0.2,0.7615,1.0
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0706,0.0349,0.1055,0.8,0.6,0.0026,0.2861
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0597,0.0386,0.0798,0.8667,0.7333,0.0003,0.0415
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.1387,0.0876,0.1872,0.8667,0.7333,0.0006,0.0775
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0068,-0.0,0.013,0.8,0.6,0.1876,1.0
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0069,-0.0299,0.0156,0.6,0.2,0.8469,1.0
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0637,0.0263,0.1006,0.8,0.6,0.0067,0.6915
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0563,0.0367,0.0769,0.9333,0.8667,0.0001,0.0178
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.1178,0.0662,0.1705,0.9333,0.8667,0.0003,0.0415
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0064,0.0,0.0117,0.8,0.6,0.107,1.0
noise,chembl_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0077,-0.0325,0.0154,0.5333,0.0667,0.5245,1.0
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0253,-0.0057,0.0563,0.6,0.2,0.1876,1.0
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0538,0.0308,0.0738,0.8667,0.7333,0.0006,0.0775
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.1226,0.0772,0.1636,0.8667,0.7333,0.0004,0.056
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0076,0.0041,0.0113,0.8667,0.7333,0.0006,0.0775
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.0175,0.008,0.0272,0.8,0.6,0.0015,0.1785
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0334,0.0065,0.0611,0.6667,0.3333,0.073,1.0
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.051,0.0356,0.0656,0.9333,0.8667,0.0002,0.0258
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.1149,0.0714,0.157,0.8667,0.7333,0.0006,0.0775
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0082,0.0046,0.012,0.9333,0.8667,0.0003,0.0415
noise,chembl_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0181,0.0086,0.0287,0.8,0.6,0.002,0.2236
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0751,0.0541,0.0945,0.9333,0.8667,0.0001,0.0178
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.069,0.0552,0.0816,1.0,1.0,0.0001,0.0101
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0758,0.0427,0.1058,0.8,0.6,0.0012,0.138
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0076,0.0051,0.0099,0.8667,0.7333,0.0004,0.056
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,0.0069,0.0002,0.0126,0.7333,0.4667,0.0302,1.0
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0652,0.0482,0.0808,1.0,1.0,0.0001,0.0101
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0598,0.0465,0.0733,1.0,1.0,0.0001,0.0101
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0649,0.0423,0.0851,0.8,0.6,0.0009,0.1051
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0062,0.0043,0.008,0.8,0.6,0.0009,0.1051
noise,chembl_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,0.0062,-0.0001,0.0118,0.8,0.6,0.0637,1.0
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0596,0.0417,0.0793,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0508,0.0334,0.071,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0704,0.0535,0.0878,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,-0.0003,-0.0024,0.0016,0.6,0.2,0.7197,1.0
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0038,-0.009,0.0014,0.3333,-0.3333,0.1876,1.0
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0563,0.0398,0.074,1.0,1.0,0.0001,0.0101
