experiment,split_mode,variant,seed,train_source,test_source,target_accession,target_display,n_test,positive_rate,activity_delta_mean,tanimoto_mean,n_pair_scaffolds,n_document_sources_mean,pr_auc,roc_auc,mcc,base_rate,bedroc20,precision_at_1pct,ef_1pct,ap_at_1pct,hits_at_1pct,precision_at_5pct,ef_5pct,ap_at_5pct,hits_at_5pct,precision_at_10pct,ef_10pct,ap_at_10pct,hits_at_10pct,precision_at_50,hits_at_50,precision_at_100,hits_at_100,cutoff_year
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.3754,0.5107,-0.0657,0.3675,0.3887,0.25,0.6803,0.125,1,0.4,1.0884,0.1759,8,0.375,1.0204,0.1633,15,0.34,17,0.41,41,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.312,0.54,0.0747,0.2923,0.3096,0.375,1.283,0.1594,3,0.3243,1.1096,0.1134,12,0.2838,0.9709,0.0929,21,0.28,14,0.31,31,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.373,0.4438,-0.0963,0.4106,0.317,0.2857,0.6958,0.0621,4,0.3333,0.8117,0.0937,22,0.3561,0.8671,0.1051,47,0.3,15,0.28,28,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3659,0.5655,0.0989,0.322,0.394,0.25,0.7764,0.1477,3,0.4483,1.3922,0.1828,26,0.3652,1.1343,0.1467,42,0.46,23,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2488,0.5315,0.0024,0.2235,0.3215,0.3333,1.4915,0.1222,2,0.3333,1.4915,0.1148,9,0.3396,1.5197,0.1204,18,0.32,16,0.25,25,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.436,0.5971,0.0631,0.3065,0.6428,1.0,3.2623,1.0,11,0.717,2.339,0.646,38,0.566,1.8466,0.4588,60,0.72,36,0.59,59,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.6266,0.5934,0.1757,0.5514,0.7108,0.8,1.4508,0.5142,8,0.66,1.1969,0.4799,33,0.75,1.3601,0.547,75,0.66,33,0.75,75,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.348,0.4912,-0.042,0.336,0.4348,0.4,1.1903,0.13,2,0.48,1.4284,0.2343,12,0.42,1.2498,0.1979,21,0.42,21,0.41,41,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.4517,0.5878,0.0956,0.3421,0.6386,0.8,2.3385,0.6433,4,0.8261,2.4147,0.6607,19,0.587,1.7157,0.4285,27,0.6,30,0.52,52,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4134,0.488,-0.0096,0.4051,0.4012,0.4286,1.0579,0.2517,3,0.4118,1.0164,0.2068,14,0.3731,0.921,0.1671,25,0.34,17,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.2788,0.5466,0.0311,0.2503,0.2962,0.3333,1.3317,0.1343,3,0.2857,1.1415,0.1135,12,0.2771,1.1071,0.0933,23,0.26,13,0.27,27,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.3464,0.5527,0.0908,0.2884,0.4366,0.3,1.0404,0.0967,3,0.587,2.0355,0.2857,27,0.4022,1.3947,0.198,37,0.58,29,0.4,40,
cross_database_transfer,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.2921,0.5334,0.0359,0.2662,0.3294,0.2,0.7514,0.1,1,0.4286,1.6101,0.1925,9,0.2927,1.0996,0.1235,12,0.26,13,0.24,24,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.3908,0.5706,0.1237,0.3361,0.4008,0.3125,0.9299,0.1633,5,0.375,1.1159,0.1463,30,0.4438,1.3205,0.176,71,0.42,21,0.37,37,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.3996,0.5639,0.1848,0.2808,0.5626,0.6364,2.2666,0.4811,7,0.6471,2.3047,0.445,33,0.5446,1.9396,0.3532,55,0.64,32,0.55,55,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.5065,0.5838,0.1174,0.4533,0.4655,0.4286,0.9454,0.2442,6,0.4348,0.9591,0.1837,30,0.5036,1.111,0.2279,69,0.38,19,0.46,46,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,O43614,Orexin receptor type 2,835,0.382,0.6712,0.7624,403,1.7078,0.4755,0.5831,0.1223,0.382,0.5927,0.5556,1.4542,0.4015,5,0.6667,1.745,0.4595,28,0.5476,1.4334,0.3598,46,0.66,33,0.55,55,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.4079,0.6184,0.1471,0.3269,0.4359,0.5556,1.6995,0.3136,5,0.4444,1.3596,0.2316,20,0.3933,1.203,0.1888,35,0.44,22,0.41,41,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.2908,0.6547,0.152,0.178,0.3776,0.3913,2.1987,0.2871,9,0.4123,2.3165,0.195,47,0.3436,1.9307,0.1517,78,0.46,23,0.42,42,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.1881,0.4793,-0.0377,0.1842,0.2274,0.1875,1.0181,0.0395,3,0.2763,1.5004,0.0729,21,0.1974,1.0717,0.05,30,0.24,12,0.23,23,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P00742,Coagulation factor X,643,0.5008,0.9152,0.7789,364,1.367,0.5683,0.5507,0.1077,0.5008,0.6643,0.5714,1.1411,0.4881,4,0.7273,1.4523,0.5303,24,0.6923,1.3825,0.4906,45,0.64,32,0.63,63,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P04150,Glucocorticoid receptor,1510,0.2536,0.4826,0.7646,608,1.2841,0.3519,0.6511,0.2326,0.2536,0.3613,0.125,0.4928,0.0264,2,0.3816,1.5044,0.1164,29,0.3576,1.4099,0.1215,54,0.3,15,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P23458,Tyrosine-protein kinase JAK1,934,0.1842,0.3266,0.7583,589,1.6478,0.3509,0.7339,0.2498,0.1842,0.4195,0.4,2.1721,0.2206,4,0.4043,2.1952,0.2125,19,0.3936,2.1374,0.1805,37,0.4,20,0.4,40,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.3723,0.5109,0.016,0.3675,0.339,0.25,0.6803,0.0625,1,0.3,0.8163,0.1072,6,0.35,0.9524,0.124,14,0.38,19,0.38,38,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.3689,0.6346,0.2022,0.2923,0.3469,0.375,1.283,0.2344,3,0.3243,1.1096,0.1473,12,0.3243,1.1096,0.1273,24,0.3,15,0.34,34,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.5138,0.6178,0.1679,0.4106,0.5917,0.7143,1.7394,0.6002,10,0.6364,1.5497,0.468,42,0.553,1.3467,0.3747,73,0.66,33,0.59,59,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3193,0.496,0.0232,0.322,0.2988,0.4167,1.294,0.2477,5,0.2414,0.7496,0.1021,14,0.3391,1.0532,0.1135,39,0.26,13,0.31,31,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2969,0.617,0.1101,0.2235,0.3207,0.0,0.0,0.0,0,0.2963,1.3258,0.08,8,0.3585,1.6041,0.1132,19,0.36,18,0.38,38,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.4153,0.5331,0.029,0.3065,0.5941,1.0,3.2623,1.0,11,0.6792,2.2159,0.5531,36,0.566,1.8466,0.4122,60,0.66,33,0.58,58,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.748,0.7152,0.2708,0.5514,0.8601,0.8,1.4508,0.6082,8,0.86,1.5596,0.7369,43,0.89,1.614,0.7664,89,0.86,43,0.89,89,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.4379,0.5322,0.0287,0.336,0.6168,1.0,2.9758,1.0,5,0.64,1.9045,0.5377,16,0.6,1.7855,0.4482,30,0.6,30,0.45,45,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.392,0.5517,0.0744,0.3421,0.4276,0.8,2.3385,0.5433,4,0.4348,1.2709,0.2562,10,0.413,1.2074,0.2087,19,0.38,19,0.4,40,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4388,0.5526,0.0696,0.4051,0.4199,0.2857,0.7053,0.1048,2,0.3824,0.9438,0.142,13,0.4776,1.1789,0.1922,32,0.4,20,0.49,49,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.3172,0.6203,0.1494,0.2503,0.2898,0.2222,0.8878,0.0926,2,0.2857,1.1415,0.0811,12,0.2651,1.059,0.0769,22,0.32,16,0.3,30,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.3429,0.5346,0.0461,0.2884,0.4126,0.6,2.0808,0.4931,6,0.413,1.4324,0.2339,19,0.4022,1.3947,0.2011,37,0.42,21,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.4054,0.625,0.1592,0.2662,0.5221,0.6,2.2542,0.55,3,0.4762,1.7891,0.3388,10,0.4878,1.8327,0.3049,20,0.5,25,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.3985,0.5771,0.1252,0.3361,0.4183,0.5,1.4879,0.296,8,0.3875,1.1531,0.1878,31,0.4312,1.2833,0.1909,69,0.4,20,0.37,37,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.3906,0.5679,0.1445,0.2808,0.5327,0.6364,2.2666,0.4584,7,0.5882,2.0952,0.3922,30,0.495,1.7633,0.3043,50,0.58,29,0.5,50,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.5131,0.5826,0.1377,0.4533,0.4993,0.4286,0.9454,0.1989,6,0.4493,0.991,0.1927,31,0.5401,1.1915,0.2543,74,0.42,21,0.5,50,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,O43614,Orexin receptor type 2,835,0.382,0.6712,0.7624,403,1.7078,0.4755,0.5825,0.1014,0.382,0.5805,0.8889,2.3267,0.7412,8,0.5952,1.5581,0.4408,25,0.5595,1.4646,0.372,47,0.56,28,0.52,52,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.414,0.6181,0.1599,0.3269,0.4342,0.5556,1.6995,0.4868,5,0.4667,1.4275,0.289,21,0.382,1.1686,0.2056,34,0.46,23,0.38,38,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.2963,0.6546,0.1458,0.178,0.3951,0.5217,2.9316,0.3139,12,0.4123,2.3165,0.2258,47,0.348,1.9554,0.1682,79,0.58,29,0.44,44,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.211,0.4991,-0.0279,0.1842,0.2849,0.3125,1.6969,0.1135,5,0.2895,1.5719,0.1053,22,0.2763,1.5004,0.0909,42,0.32,16,0.28,28,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P00742,Coagulation factor X,643,0.5008,0.9152,0.7789,364,1.367,0.5504,0.5418,0.1048,0.5008,0.5931,0.7143,1.4264,0.6735,5,0.5455,1.0892,0.3764,18,0.5846,1.1674,0.3769,38,0.62,31,0.59,59,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P04150,Glucocorticoid receptor,1510,0.2536,0.4826,0.7646,608,1.2841,0.3625,0.6519,0.2104,0.2536,0.3594,0.5625,2.2177,0.4542,9,0.2763,1.0894,0.158,21,0.351,1.3838,0.1465,53,0.34,17,0.29,29,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P23458,Tyrosine-protein kinase JAK1,934,0.1842,0.3266,0.7583,589,1.6478,0.323,0.6964,0.1977,0.1842,0.3935,0.5,2.7151,0.3171,5,0.4255,2.3107,0.214,20,0.3723,2.0219,0.1667,35,0.42,21,0.36,36,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.3856,0.5275,0.0066,0.3675,0.3457,0.25,0.6803,0.25,1,0.35,0.9524,0.151,7,0.4,1.0884,0.1559,16,0.36,18,0.39,39,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.3639,0.6435,0.2361,0.2923,0.2714,0.125,0.4277,0.125,1,0.2162,0.7397,0.0645,8,0.2838,0.9709,0.0792,21,0.24,12,0.33,33,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.5094,0.6065,0.1633,0.4106,0.5836,0.6429,1.5655,0.5896,9,0.6515,1.5866,0.4753,43,0.5303,1.2914,0.3534,70,0.7,35,0.57,57,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3563,0.5142,0.0392,0.322,0.4374,0.5833,1.8117,0.4716,7,0.4828,1.4993,0.3122,28,0.3739,1.1613,0.2163,43,0.52,26,0.41,41,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2821,0.6015,0.0981,0.2235,0.2829,0.1667,0.7458,0.0278,1,0.2222,0.9944,0.0601,6,0.3019,1.3508,0.0825,16,0.32,16,0.32,32,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.389,0.5381,0.0475,0.3065,0.5564,0.7273,2.3726,0.5732,8,0.7358,2.4006,0.573,39,0.4623,1.5081,0.3469,49,0.72,36,0.48,48,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.7485,0.7193,0.2753,0.5514,0.8489,0.8,1.4508,0.6378,8,0.86,1.5596,0.7165,43,0.88,1.5959,0.748,88,0.86,43,0.88,88,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.4653,0.587,0.1076,0.336,0.624,1.0,2.9758,1.0,5,0.68,2.0235,0.555,17,0.6,1.7855,0.447,30,0.6,30,0.49,49,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.404,0.5284,0.0835,0.3421,0.4736,0.8,2.3385,0.8,4,0.4783,1.398,0.3681,11,0.413,1.2074,0.2599,19,0.4,20,0.42,42,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4749,0.5843,0.1265,0.4051,0.4977,0.4286,1.0579,0.2755,3,0.5,1.2342,0.2521,17,0.5075,1.2526,0.2546,34,0.48,24,0.54,54,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.3396,0.6537,0.2223,0.2503,0.3067,0.3333,1.3317,0.1093,3,0.2857,1.1415,0.0824,12,0.2892,1.1552,0.0839,24,0.28,14,0.31,31,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.3149,0.5174,0.0511,0.2884,0.3598,0.4,1.3872,0.115,4,0.3696,1.2816,0.1447,17,0.3696,1.2816,0.1392,34,0.36,18,0.37,37,
cross_database_transfer,chembl_to_bindingdb_matched_targets,rich_scalars_only,0,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.3827,0.6041,0.1324,0.2662,0.4879,0.4,1.5028,0.3,2,0.4762,1.7891,0.2587,10,0.5122,1.9243,0.2724,21,0.52,26,0.4,40,
cross_database_transfer,chembl_to_bindingdb_matched_targets,extratrees_scalars,0,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.417,0.5863,0.0943,0.3361,0.5049,0.625,1.8598,0.4189,10,0.5625,1.6739,0.3239,45,0.5062,1.5065,0.2801,81,0.5,25,0.52,52,
cross_database_transfer,chembl_to_bindingdb_matched_targets,extratrees_scalars,0,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.4597,0.6363,0.2363,0.2808,0.6355,0.5455,1.9428,0.4084,6,0.7255,2.5841,0.5369,37,0.6337,2.257,0.4513,64,0.72,36,0.64,64,
cross_database_transfer,chembl_to_bindingdb_matched_targets,extratrees_scalars,0,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.5553,0.6215,0.1716,0.4533,0.614,0.4286,0.9454,0.2044,6,0.6232,1.3747,0.3512,43,0.635,1.4008,0.3814,87,0.6,30,0.62,62,
