benchmark,source_path,source_sha256,row_file,row_file_sha256,split_mode,seed,fold,split_file,split_file_sha256,n_rows,n_train,n_test,train_retention_after_purge,target_overlap_rate,exact_ligand_overlap_rate,scaffold_overlap_rate,exact_pair_overlap_rate,pair_scaffold_overlap_rate,family_overlap_rate,n_train_targets,n_test_targets,n_train_families,n_test_families,temporal_cutoff_year,document_source_overlap_rate,assay_source_overlap_rate,train_max_year,test_min_year
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,1,2,splits/tkde_protocol/acnet_target_family_seed1_fold2.npz,c3e32e265b23c0ba97ab05016b0a2b8aad0fb0cc0224002f45e1fb1329f9351b,123054,105229,17825,1.0,0.0,0.2288920056100981,0.3327910238429172,0.0412903225806451,0.2568863955119214,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,1,2,splits/tkde_protocol/acnet_family_scaffold_purged_seed1_fold2.npz,fd7966178ff38661b4c91aab35e8633cb0f0d90a5e054709565a2c85c7529996,123054,99701,17825,0.947466953026257,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,1,3,splits/tkde_protocol/acnet_target_family_seed1_fold3.npz,18ed2714a9cecd02ed297d4982244ebfaf019179655682dcc2de18dab47580a7,123054,106156,16898,1.0,0.0,0.1462303231151615,0.2744111729198721,0.0438513433542431,0.1691324417090779,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,1,3,splits/tkde_protocol/acnet_family_scaffold_purged_seed1_fold3.npz,efd95b24d415f8edb08129bf60099d446b434faeae5332e3bbf9ba17c01301da,123054,93463,16898,0.8804306869135988,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,1,4,splits/tkde_protocol/acnet_target_family_seed1_fold4.npz,d718c96a9973e50b023a3cf71f552a65e67980f4479db858b1c8c871787130ca,123054,104417,18637,1.0,0.0,0.0690561785695122,0.1354295219187637,0.0295111874228684,0.095401620432473,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,1,4,splits/tkde_protocol/acnet_family_scaffold_purged_seed1_fold4.npz,af7ebc6bf748b60a94804d38b10ca7a2170bd470969bf47e9f1627c6557aa4a2,123054,95820,18637,0.9176666634743385,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,2,0,splits/tkde_protocol/acnet_target_family_seed2_fold0.npz,834feb39073d8ce0018bfc5662b2d436ef487acc832f8d8c1cec69e954b8f9a8,123054,75266,47788,1.0,0.0,0.1236921402862643,0.2298066460199213,0.0175567087971875,0.1357035238972126,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,2,0,splits/tkde_protocol/acnet_family_scaffold_purged_seed2_fold0.npz,db8d7025fe4180db5db3a4aa3c1d83f396d40620aa40f1a40c5c57934a677ee6,123054,68402,47788,0.9088034437860388,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,2,1,splits/tkde_protocol/acnet_target_family_seed2_fold1.npz,51e62167916b6d8471d60a531a28ebf15809890534998ddc9fddd466d54c79ba,123054,101148,21906,1.0,0.0,0.0069843878389482,0.0137405277093033,0.0013694878115584,0.0084451748379439,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,2,1,splits/tkde_protocol/acnet_family_scaffold_purged_seed2_fold1.npz,54d2d955140fca23e110610f9ec46ab6cea0699a3d3354c6e2b4142e383e8c89,123054,97448,21906,0.9634199390991418,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,2,2,splits/tkde_protocol/acnet_target_family_seed2_fold2.npz,c3e32e265b23c0ba97ab05016b0a2b8aad0fb0cc0224002f45e1fb1329f9351b,123054,105229,17825,1.0,0.0,0.2288920056100981,0.3327910238429172,0.0412903225806451,0.2568863955119214,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,2,2,splits/tkde_protocol/acnet_family_scaffold_purged_seed2_fold2.npz,fd7966178ff38661b4c91aab35e8633cb0f0d90a5e054709565a2c85c7529996,123054,99701,17825,0.947466953026257,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,2,3,splits/tkde_protocol/acnet_target_family_seed2_fold3.npz,18ed2714a9cecd02ed297d4982244ebfaf019179655682dcc2de18dab47580a7,123054,106156,16898,1.0,0.0,0.1462303231151615,0.2744111729198721,0.0438513433542431,0.1691324417090779,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,2,3,splits/tkde_protocol/acnet_family_scaffold_purged_seed2_fold3.npz,efd95b24d415f8edb08129bf60099d446b434faeae5332e3bbf9ba17c01301da,123054,93463,16898,0.8804306869135988,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,2,4,splits/tkde_protocol/acnet_target_family_seed2_fold4.npz,d718c96a9973e50b023a3cf71f552a65e67980f4479db858b1c8c871787130ca,123054,104417,18637,1.0,0.0,0.0690561785695122,0.1354295219187637,0.0295111874228684,0.095401620432473,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,2,4,splits/tkde_protocol/acnet_family_scaffold_purged_seed2_fold4.npz,af7ebc6bf748b60a94804d38b10ca7a2170bd470969bf47e9f1627c6557aa4a2,123054,95820,18637,0.9176666634743385,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,3,0,splits/tkde_protocol/acnet_target_family_seed3_fold0.npz,834feb39073d8ce0018bfc5662b2d436ef487acc832f8d8c1cec69e954b8f9a8,123054,75266,47788,1.0,0.0,0.1236921402862643,0.2298066460199213,0.0175567087971875,0.1357035238972126,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,3,0,splits/tkde_protocol/acnet_family_scaffold_purged_seed3_fold0.npz,db8d7025fe4180db5db3a4aa3c1d83f396d40620aa40f1a40c5c57934a677ee6,123054,68402,47788,0.9088034437860388,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,3,1,splits/tkde_protocol/acnet_target_family_seed3_fold1.npz,51e62167916b6d8471d60a531a28ebf15809890534998ddc9fddd466d54c79ba,123054,101148,21906,1.0,0.0,0.0069843878389482,0.0137405277093033,0.0013694878115584,0.0084451748379439,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,3,1,splits/tkde_protocol/acnet_family_scaffold_purged_seed3_fold1.npz,54d2d955140fca23e110610f9ec46ab6cea0699a3d3354c6e2b4142e383e8c89,123054,97448,21906,0.9634199390991418,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,3,2,splits/tkde_protocol/acnet_target_family_seed3_fold2.npz,c3e32e265b23c0ba97ab05016b0a2b8aad0fb0cc0224002f45e1fb1329f9351b,123054,105229,17825,1.0,0.0,0.2288920056100981,0.3327910238429172,0.0412903225806451,0.2568863955119214,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,3,2,splits/tkde_protocol/acnet_family_scaffold_purged_seed3_fold2.npz,fd7966178ff38661b4c91aab35e8633cb0f0d90a5e054709565a2c85c7529996,123054,99701,17825,0.947466953026257,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,3,3,splits/tkde_protocol/acnet_target_family_seed3_fold3.npz,18ed2714a9cecd02ed297d4982244ebfaf019179655682dcc2de18dab47580a7,123054,106156,16898,1.0,0.0,0.1462303231151615,0.2744111729198721,0.0438513433542431,0.1691324417090779,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,3,3,splits/tkde_protocol/acnet_family_scaffold_purged_seed3_fold3.npz,efd95b24d415f8edb08129bf60099d446b434faeae5332e3bbf9ba17c01301da,123054,93463,16898,0.8804306869135988,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,3,4,splits/tkde_protocol/acnet_target_family_seed3_fold4.npz,d718c96a9973e50b023a3cf71f552a65e67980f4479db858b1c8c871787130ca,123054,104417,18637,1.0,0.0,0.0690561785695122,0.1354295219187637,0.0295111874228684,0.095401620432473,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,3,4,splits/tkde_protocol/acnet_family_scaffold_purged_seed3_fold4.npz,af7ebc6bf748b60a94804d38b10ca7a2170bd470969bf47e9f1627c6557aa4a2,123054,95820,18637,0.9176666634743385,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,4,0,splits/tkde_protocol/acnet_target_family_seed4_fold0.npz,834feb39073d8ce0018bfc5662b2d436ef487acc832f8d8c1cec69e954b8f9a8,123054,75266,47788,1.0,0.0,0.1236921402862643,0.2298066460199213,0.0175567087971875,0.1357035238972126,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,4,0,splits/tkde_protocol/acnet_family_scaffold_purged_seed4_fold0.npz,db8d7025fe4180db5db3a4aa3c1d83f396d40620aa40f1a40c5c57934a677ee6,123054,68402,47788,0.9088034437860388,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,4,1,splits/tkde_protocol/acnet_target_family_seed4_fold1.npz,51e62167916b6d8471d60a531a28ebf15809890534998ddc9fddd466d54c79ba,123054,101148,21906,1.0,0.0,0.0069843878389482,0.0137405277093033,0.0013694878115584,0.0084451748379439,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,4,1,splits/tkde_protocol/acnet_family_scaffold_purged_seed4_fold1.npz,54d2d955140fca23e110610f9ec46ab6cea0699a3d3354c6e2b4142e383e8c89,123054,97448,21906,0.9634199390991418,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,4,2,splits/tkde_protocol/acnet_target_family_seed4_fold2.npz,c3e32e265b23c0ba97ab05016b0a2b8aad0fb0cc0224002f45e1fb1329f9351b,123054,105229,17825,1.0,0.0,0.2288920056100981,0.3327910238429172,0.0412903225806451,0.2568863955119214,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,family_scaffold_purged,4,2,splits/tkde_protocol/acnet_family_scaffold_purged_seed4_fold2.npz,fd7966178ff38661b4c91aab35e8633cb0f0d90a5e054709565a2c85c7529996,123054,99701,17825,0.947466953026257,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
acnet,external/ACNet/ACNet/ACComponents/ACDataset/data_files/generated_datasets/MMP_AC.json,d60819be1469007c0a4cf95675d83051800403f70828634589278a361ff7a067,splits/tkde_protocol/acnet_rows.csv,b8946ad4039f5e35d580f975aceef3069f9cbfa151345b442aacbeb7e2365c87,target_family,4,3,splits/tkde_protocol/acnet_target_family_seed4_fold3.npz,18ed2714a9cecd02ed297d4982244ebfaf019179655682dcc2de18dab47580a7,123054,106156,16898,1.0,0.0,0.1462303231151615,0.2744111729198721,0.0438513433542431,0.1691324417090779,,,,,,,,,,
