source,split_mode,variant,seed,fold,row_index,case_type,rank_score,probability,label,activity_delta,tanimoto,target,target_pref_name,smiles1,smiles2,scaffold1,scaffold2,document_source_key,assay_source_key,pair_year,n_document_sources,n_assay_sources,train_retention_after_purge
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,2,3,4745,false_positive_high_confidence,0.7480448484420776,0.7480448484420776,0,0.0799999237060546,0.7291666666666666,CHEMBL264,Histamine H3 receptor,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC[C@H]1CN1CCCC1,O=C(NCc1ccccc1)N1CCC[C@H]1CN1CCCC1,O=C(NCc1ccccc1)N1CCCC1CN1CCCC1,O=C(NCc1ccccc1)N1CCCC1CN1CCCC1,CHEMBL1137244,CHEMBL713681,2006,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,10019,false_positive_high_confidence,0.7421891689300537,0.7421891689300537,0,0.1300001144409179,0.7021276595744681,CHEMBL264,Histamine H3 receptor,CC(C)N1CCC(Oc2ccc(CN3CCC(Cc4ccccc4)CC3)cc2)CC1,CC(C)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,c1ccc(CC2CCN(Cc3ccc(OC4CCNCC4)cc3)CC2)cc1,c1cc(OC2CCNCC2)ccc1CN1CCCC1,CHEMBL1143554,CHEMBL840208,2005,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,0,11492,false_positive_high_confidence,0.736753523349762,0.736753523349762,0,0.0300002098083496,0.7454545454545455,CHEMBL1871,Androgen receptor,CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CHEMBL1142249|CHEMBL1208719,CHEMBL1212404|CHEMBL933063,2010,2,2,0.9626062322946176
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,0,962,false_positive_high_confidence,0.7355659008026123,0.7355659008026123,0,0.0799999237060546,0.7454545454545455,CHEMBL1871,Androgen receptor,CCCN1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CHEMBL1142249|CHEMBL1208719,CHEMBL1212404|CHEMBL933063,2010,2,2,0.9626062322946176
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,4745,false_positive_high_confidence,0.7342233061790466,0.7342233061790466,0,0.0799999237060546,0.7291666666666666,CHEMBL264,Histamine H3 receptor,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC[C@H]1CN1CCCC1,O=C(NCc1ccccc1)N1CCC[C@H]1CN1CCCC1,O=C(NCc1ccccc1)N1CCCC1CN1CCCC1,O=C(NCc1ccccc1)N1CCCC1CN1CCCC1,CHEMBL1137244,CHEMBL713681,2006,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,0,9232,false_positive_high_confidence,0.7310971617698669,0.7310971617698669,0,0.049999713897705,0.7627118644067796,CHEMBL1871,Androgen receptor,CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CCCN1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,CHEMBL1208719,CHEMBL1212404,2010,1,1,0.9626062322946176
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,11056,false_positive_high_confidence,0.7292947769165039,0.7292947769165039,0,0.0100002288818359,0.8048780487804879,CHEMBL264,Histamine H3 receptor,CC(C)N1CCC(Oc2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)CC1,CC(C)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,c1ccc(CN2CCN(Cc3ccc(OC4CCNCC4)cc3)CC2)cc1,c1cc(OC2CCNCC2)ccc1CN1CCCC1,CHEMBL1143554,CHEMBL840208,2005,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,2,0,11492,false_positive_high_confidence,0.7262132167816162,0.7262132167816162,0,0.0300002098083496,0.7454545454545455,CHEMBL1871,Androgen receptor,CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CHEMBL1142249|CHEMBL1208719,CHEMBL1212404|CHEMBL933063,2010,2,2,0.9626062322946176
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,6867,false_positive_high_confidence,0.7260808348655701,0.7260808348655701,0,0.0700006484985351,0.7857142857142857,CHEMBL264,Histamine H3 receptor,CC(C)N1CCC(Oc2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)CC1,CC(C)N1CCC(Oc2ccc(CN3CCCCCC3)cc2)CC1,c1ccc(CN2CCN(Cc3ccc(OC4CCNCC4)cc3)CC2)cc1,c1cc(OC2CCNCC2)ccc1CN1CCCCCC1,CHEMBL1143554,CHEMBL840208,2005,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,0,11492,false_positive_high_confidence,0.7242280840873718,0.7242280840873718,0,0.0300002098083496,0.7454545454545455,CHEMBL1871,Androgen receptor,CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CHEMBL1142249|CHEMBL1208719,CHEMBL1212404|CHEMBL933063,2010,2,2,0.9626062322946176
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,3302,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.5,0.7419354838709677,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,3738,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.0299997329711914,0.8505747126436781,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccncc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccsc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccncc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccsc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,1802,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.8399996757507324,0.7752808988764045,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccncc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccncc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,9600,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.049999713897705,0.7666666666666667,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,8881,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.3199996948242188,0.7582417582417582,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,5978,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.3499999046325684,0.8117647058823529,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,2758,false_negative_low_score,0.8374678194522858,0.16253218054771423,1,1.4000000953674316,0.75,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,3302,false_negative_low_score,0.8363780230283737,0.16362197697162628,1,1.5,0.7419354838709677,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,9600,false_negative_low_score,0.8363780230283737,0.16362197697162628,1,1.049999713897705,0.7666666666666667,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,0,3,8881,false_negative_low_score,0.8363780230283737,0.16362197697162628,1,1.3199996948242188,0.7582417582417582,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(CCc4ccccc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,11033,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.0300002098083496,0.8352941176470589,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,4134,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.0500001907348632,0.8255813953488372,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,1408,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.0800004005432128,0.7717391304347826,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,8784,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.239999771118164,0.8202247191011236,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccsc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccsc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,7289,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.1500000953674316,0.8160919540229885,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccco4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,10772,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.0999999046325683,0.7934782608695652,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccnc4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,10553,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.1800003051757812,0.8426966292134831,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cncs4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
chembl_raw,family_scaffold_source_purged,rich_diff_scalars,1,3,8619,true_negative_low_score,0.8374678194522858,0.16253218054771423,0,0.2699999809265136,0.7888888888888889,CHEMBL264,Histamine H3 receptor,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)c(F)c2)CC1,C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)c(F)c2)CC1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4ccoc4)n3)cc2)CC1)c1ccco1,O=C(NCC(=O)N1CCCN(CCCOc2ccc(-c3noc(-c4cccs4)n3)cc2)CC1)c1ccco1,CHEMBL1147425,CHEMBL878323,2004,1,1,0.9497123586589963
